is_BYB	 link
True	https://athensga.craigslist.org/pet/d/commerce-pit-bull-puppy/7664322235.html
False	https://daytona.craigslist.org/pet/d/daytona-beach-rehoming-beautiful-white/7664247931.html
True	https://atlanta.craigslist.org/sat/pet/d/hampton-bully-pit-bull/7659421725.html
False	https://columbia.craigslist.org/pet/d/lexington-lab-and-pitt-bull-pups/7663815919.html
False	https://orlando.craigslist.org/pet/d/kissimmee-american-pit-bull-terrier/7655825523.html
False	https://tampa.craigslist.org/hil/pet/d/zephyrhills-american-pit-bull-terrier/7662661689.html
False	https://panamacity.craigslist.org/pet/d/fountain-american-pit-bull-puppies/7661022764.html
False	https://atlanta.craigslist.org/atl/pet/d/atlanta-free-year-pit-bull/7661963170.html
True	https://charleston.craigslist.org/pet/d/ladson-rehoming-xl-pit-bull-puppies/7661631646.html
False	https://orlando.craigslist.org/pet/d/kissimmee-pitt-bull/7661294286.html
False	https://orlando.craigslist.org/pet/d/kissimmee-pit-bull-mix/7661140058.html
False	https://tampa.craigslist.org/pnl/pet/d/saint-petersburg-pit-bull-puppies/7660933237.html
False	https://columbusga.craigslist.org/pet/d/fort-benning-all-white-pit-bull-puppy/7660693950.html
False	https://atlanta.craigslist.org/sat/pet/d/riverdale-pit-bull-pup/7659605618.html
False	https://macon.craigslist.org/pet/d/warner-robins-german-shepherd-and-blue/7656889900.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-american-bullies-puppies/7664627042.html
False	https://athensga.craigslist.org/pet/d/athens-fawn-bully-pitbull-pups/7664596914.html
False	https://lakeland.craigslist.org/pet/d/haines-city-pitbull-puppies/7664560946.html
True	https://florencesc.craigslist.org/pet/d/florence-pitbull-puppies-for-sale/7664544929.html
True	https://atlanta.craigslist.org/nat/pet/d/buford-pitbull-puppy/7664505877.html
False	https://orlando.craigslist.org/pet/d/orlando-pure-xl-american-pitbull-puppies/7664490300.html
False	https://lakeland.craigslist.org/pet/d/haines-city-female-pitbull-puppy/7664481648.html
False	https://orlando.craigslist.org/pet/d/deltona-rehoming-staffy-pitbull-puppy/7663213645.html
True	https://orlando.craigslist.org/pet/d/orlando-american-bullies/7664463606.html
True	https://tampa.craigslist.org/hil/pet/d/wesley-chapel-american-bullies/7664460477.html
True	https://orlando.craigslist.org/pet/d/clermont-micro-exotic-bullies/7656251578.html
True	https://tampa.craigslist.org/hil/pet/d/tampa-month-old-bullies/7664421004.html
False	https://ocala.craigslist.org/pet/d/dunnellon-rough-collie-pitbull-mix/7664385373.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-pitbull-pup/7662895863.html
False	https://jacksonville.craigslist.org/pet/d/jacksonville-rednose-pitbull-pup/7661606676.html
False	https://savannah.craigslist.org/pet/d/sylvania-pitbull-puppy-girl/7663426569.html
False	https://lakeland.craigslist.org/pet/d/haines-city-4month-puppy-rednose/7664365447.html
False	https://lakeland.craigslist.org/pet/d/haines-city-month-old-rednose-pitbull/7664364936.html
False	https://columbia.craigslist.org/pet/d/columbia-blue-nose-pitbulls-puppies/7660970994.html
True	https://atlanta.craigslist.org/atl/pet/d/decatur-young-adult-american-bullies/7664235940.html
False	https://lakeland.craigslist.org/pet/d/eagle-lake-american-bully-pitbull/7664182705.html
False	https://atlanta.craigslist.org/eat/pet/d/winder-pittbull/7664196907.html
False	https://orlando.craigslist.org/pet/d/eagle-lake-american-bully-pitbull/7664180737.html
False	https://cfl.craigslist.org/pet/d/eagle-lake-american-bully-pitbull/7662720073.html
False	https://tampa.craigslist.org/psc/pet/d/eagle-lake-american-bully-pitbull/7663020203.html
False	https://savannah.craigslist.org/pet/d/savannah-full-blooded-rednose-pitbull/7658119295.html
False	https://athensga.craigslist.org/pet/d/athens-great-pyrenees-pitbull-puppies/7662767486.html
False	https://orlando.craigslist.org/pet/d/dunnellon-pitbull-puppies/7664082590.html
False	https://charleston.craigslist.org/pet/d/summerville-pitbull/7664055282.html
True	https://atlanta.craigslist.org/nat/pet/d/norcross-american-pitbull-terrier/7664038340.html
True	https://atlanta.craigslist.org/eat/pet/d/auburn-month-old-female-pit-bull-200/7656154128.html
False	https://lakeland.craigslist.org/pet/d/haines-city-female-pittbull-puppy/7663953390.html
False	https://greenville.craigslist.org/pet/d/union-pitbull-mastiff-puppies/7663924553.html
False	https://columbia.craigslist.org/pet/d/columbia-pitbull-mix-adoption/7655710937.html
False	https://atlanta.craigslist.org/sat/pet/d/experiment-american-bullies/7663810765.html
True	https://columbia.craigslist.org/pet/d/columbia-bully-pitbull/7663774374.html
False	https://greenville.craigslist.org/pet/d/anderson-yo-pitbull-pup-papers/7663760452.html
False	https://staugustine.craigslist.org/pet/d/palatka-pitbull-mix-with-husky/7663669154.html
True	https://atlanta.craigslist.org/atl/for/d/lithia-springs-pit-bull-puppies/7664373418.html
True	https://atlanta.craigslist.org/atl/for/d/lithia-springs-pit-bull-puppies/7664373418.html
True	https://atlanta.craigslist.org/nat/for/d/oakwood-red-nose-pit-bull-real-deal/7657832484.html
True	https://atlanta.craigslist.org/nat/for/d/oakwood-red-nose-pit-bull-real-deal/7657832484.html
True	https://atlanta.craigslist.org/atl/for/d/lithia-springs-pit-bull-puppies/7663633351.html
True	https://atlanta.craigslist.org/atl/for/d/lithia-springs-pit-bull-puppies/7663633351.html
True	https://atlanta.craigslist.org/wat/for/d/lithia-springs-pit-bull-puppies/7660763737.html
True	https://atlanta.craigslist.org/wat/for/d/lithia-springs-pit-bull-puppies/7660763737.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-red-nose-pit-bull/7660782713.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-red-nose-pit-bull/7660782713.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-pit-bulls/7658731809.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-pit-bulls/7658731809.html
True	https://atlanta.craigslist.org/eat/wan/d/stone-mountain-pit-bull-for-sale/7658255940.html
True	https://atlanta.craigslist.org/eat/wan/d/stone-mountain-pit-bull-for-sale/7658255940.html
True	https://atlanta.craigslist.org/atl/for/d/lawrenceville-pitbull/7664625522.html
True	https://atlanta.craigslist.org/atl/for/d/lawrenceville-pitbull/7664625522.html
True	https://atlanta.craigslist.org/nat/grd/d/lula-american-bullies/7664532105.html
True	https://atlanta.craigslist.org/nat/grd/d/lula-american-bullies/7664532105.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-pit-bull/7656425900.html
True	https://atlanta.craigslist.org/wat/for/d/smyrna-pit-bull/7656425900.html
True	https://atlanta.craigslist.org/nat/for/d/grayson-pitbull-puppy/7664308764.html
True	https://atlanta.craigslist.org/nat/for/d/grayson-pitbull-puppy/7664308764.html
True	https://atlanta.craigslist.org/sat/grd/d/hampton-bullies/7664277418.html
True	https://atlanta.craigslist.org/sat/grd/d/hampton-bullies/7664277418.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull/7664199083.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull/7664199083.html
True	https://atlanta.craigslist.org/wat/for/d/atlanta-full-breed-pitbull-bully-daisy/7664179184.html
True	https://atlanta.craigslist.org/wat/for/d/atlanta-full-breed-pitbull-bully-daisy/7664179184.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-american-bully-pitbull-taking/7663985766.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-american-bully-pitbull-taking/7663985766.html
False	https://atlanta.craigslist.org/sat/for/d/jonesboro-pitbull-puppies/7663584692.html
False	https://atlanta.craigslist.org/sat/for/d/jonesboro-pitbull-puppies/7663584692.html
True	https://atlanta.craigslist.org/wat/wan/d/franklin-pitbull-puppies/7663576436.html
True	https://atlanta.craigslist.org/wat/wan/d/franklin-pitbull-puppies/7663576436.html
True	https://atlanta.craigslist.org/eat/for/d/porterdale-exotic-micro-bullies/7663252795.html
True	https://atlanta.craigslist.org/eat/for/d/porterdale-exotic-micro-bullies/7663252795.html
True	https://atlanta.craigslist.org/atl/for/d/ocala-pocket-bullies/7663204181.html
True	https://atlanta.craigslist.org/atl/for/d/ocala-pocket-bullies/7663204181.html
True	https://atlanta.craigslist.org/atl/for/d/rex-dog-for-sale-bella/7655773273.html
True	https://atlanta.craigslist.org/atl/for/d/rex-dog-for-sale-bella/7655773273.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7663160475.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7663160475.html
True	https://atlanta.craigslist.org/atl/for/d/covington-bullies/7663121407.html
True	https://atlanta.craigslist.org/atl/for/d/covington-bullies/7663121407.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-bullies-clean-exotic-bullies/7663121152.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-bullies-clean-exotic-bullies/7663121152.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-pitbull-puppies/7663079037.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-pitbull-puppies/7663079037.html
False	https://atlanta.craigslist.org/atl/for/d/tyrone-pitbull-year-old-dog-puppy-free/7656973427.html
False	https://atlanta.craigslist.org/atl/for/d/tyrone-pitbull-year-old-dog-puppy-free/7656973427.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7662111434.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-exotic-bullies-for-sale/7662111434.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-bullies/7661934884.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-bullies/7661934884.html
False	https://atlanta.craigslist.org/nat/wan/d/marietta-dogpitbull-mix/7661491295.html
False	https://atlanta.craigslist.org/nat/wan/d/marietta-dogpitbull-mix/7661491295.html
False	https://atlanta.craigslist.org/atl/for/d/pine-lake-pittbull-puppy-looking-for/7661119138.html
False	https://atlanta.craigslist.org/atl/for/d/pine-lake-pittbull-puppy-looking-for/7661119138.html
True	https://atlanta.craigslist.org/atl/for/d/decatur-american-bullies-puppies/7661028762.html
True	https://atlanta.craigslist.org/atl/for/d/decatur-american-bullies-puppies/7661028762.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull-for-sale/7660848016.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull-for-sale/7660848016.html
True	https://atlanta.craigslist.org/atl/hab/d/atlanta-bluenose-pitbulls/7660759661.html
True	https://atlanta.craigslist.org/atl/hab/d/atlanta-bluenose-pitbulls/7660759661.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-pitbull-terrier-mix/7660605933.html
True	https://atlanta.craigslist.org/atl/wan/d/atlanta-pitbull-terrier-mix/7660605933.html
True	https://atlanta.craigslist.org/sat/wan/d/red-oak-pitbull-puppy/7660075196.html
True	https://atlanta.craigslist.org/sat/wan/d/red-oak-pitbull-puppy/7660075196.html
True	https://atlanta.craigslist.org/wat/for/d/marietta-pitbull-puppy/7659604517.html
True	https://atlanta.craigslist.org/wat/for/d/marietta-pitbull-puppy/7659604517.html
True	https://atlanta.craigslist.org/atl/for/d/mableton-puppy-pitbull/7659604989.html
True	https://atlanta.craigslist.org/atl/for/d/mableton-puppy-pitbull/7659604989.html
True	https://atlanta.craigslist.org/atl/mob/d/fairburn-350-pitbull-puppies/7658284952.html
True	https://atlanta.craigslist.org/atl/mob/d/fairburn-350-pitbull-puppies/7658284952.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-pitbull/7658226899.html
True	https://atlanta.craigslist.org/wat/for/d/hiram-pitbull/7658226899.html
True	https://atlanta.craigslist.org/sat/for/d/newnan-pitbull-puppies-f/7658081907.html
True	https://atlanta.craigslist.org/sat/for/d/newnan-pitbull-puppies-f/7658081907.html
True	https://atlanta.craigslist.org/sat/for/d/newnan-blue-nose-pitbull-puppy/7654299912.html
True	https://atlanta.craigslist.org/sat/for/d/newnan-blue-nose-pitbull-puppy/7654299912.html
True	https://atlanta.craigslist.org/atl/for/d/smyrna-pitbull-puppy/7658027275.html
True	https://atlanta.craigslist.org/atl/for/d/smyrna-pitbull-puppy/7658027275.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppy/7657395482.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppy/7657395482.html
True	https://atlanta.craigslist.org/sat/grd/d/union-city-11week-old-male-husky/7649161078.html
True	https://atlanta.craigslist.org/sat/grd/d/union-city-11week-old-male-husky/7649161078.html
True	https://atlanta.craigslist.org/wat/for/d/douglasville-puppy/7661735910.html
True	https://atlanta.craigslist.org/wat/for/d/douglasville-puppy/7661735910.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pittbull-puppies/7656539279.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pittbull-puppies/7656539279.html
True	https://atlanta.craigslist.org/wat/for/d/powder-springs-pitbull-puppies-only/7656474961.html
True	https://atlanta.craigslist.org/wat/for/d/powder-springs-pitbull-puppies-only/7656474961.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-american-bullies/7655993362.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-xl-american-bullies/7655993362.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-female-pitbull/7655342669.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-female-pitbull/7655342669.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-blue-nose-pitbull-puppy/7654967201.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-blue-nose-pitbull-puppy/7654967201.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull-puppy-for-sale/7654799528.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-pitbull-puppy-for-sale/7654799528.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654686934.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654686934.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654598849.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654598849.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654568030.html
True	https://atlanta.craigslist.org/atl/for/d/red-oak-pitbull-puppy/7654568030.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-puppies/7656850610.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-puppies/7656850610.html
True	https://atlanta.craigslist.org/eat/for/d/decatur-pitbull-puppies/7652769585.html
True	https://atlanta.craigslist.org/eat/for/d/decatur-pitbull-puppies/7652769585.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-adult-dogs-twin-sisters-and-all/7656878813.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-adult-dogs-twin-sisters-and-all/7656878813.html
True	https://atlanta.craigslist.org/atl/for/d/smyrna-blue-nose-male-pitbull/7653997523.html
True	https://atlanta.craigslist.org/atl/for/d/smyrna-blue-nose-male-pitbull/7653997523.html
True	https://atlanta.craigslist.org/eat/for/d/snellville-fluffy-carrier-frenchie/7657911378.html
True	https://atlanta.craigslist.org/eat/for/d/snellville-fluffy-carrier-frenchie/7657911378.html
True	https://atlanta.craigslist.org/nat/for/d/duluth-exotic-bully-for-sale/7664383456.html
True	https://atlanta.craigslist.org/nat/for/d/duluth-exotic-bully-for-sale/7664383456.html
True	https://atlanta.craigslist.org/eat/for/d/snellville-puppies-for-sale/7663766694.html
True	https://atlanta.craigslist.org/eat/for/d/snellville-puppies-for-sale/7663766694.html
True	https://atlanta.craigslist.org/nat/bab/d/norcross-puppy-blue-nose-pitbull/7652243911.html
True	https://atlanta.craigslist.org/nat/bab/d/norcross-puppy-blue-nose-pitbull/7652243911.html
True	https://atlanta.craigslist.org/eat/app/d/atlanta-american-bully-puppies/7662839148.html
True	https://atlanta.craigslist.org/eat/app/d/atlanta-american-bully-puppies/7662839148.html
True	https://atlanta.craigslist.org/atl/for/d/douglasville-pittie-puppies/7662808259.html
True	https://atlanta.craigslist.org/atl/for/d/douglasville-pittie-puppies/7662808259.html
True	https://atlanta.craigslist.org/nat/grd/d/snellville-german-shepherd/7662766013.html
True	https://atlanta.craigslist.org/nat/grd/d/snellville-german-shepherd/7662766013.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-month-old-female-pit-bull/7650558722.html
True	https://atlanta.craigslist.org/nat/for/d/gainesville-month-old-female-pit-bull/7650558722.html
False	https://atlanta.craigslist.org/eat/for/d/tucker-bully/7662101923.html
False	https://atlanta.craigslist.org/eat/for/d/tucker-bully/7662101923.html
False	https://atlanta.craigslist.org/atl/for/d/union-city-looking-for-new-home/7655030424.html
False	https://atlanta.craigslist.org/atl/for/d/union-city-looking-for-new-home/7655030424.html
True	https://atlanta.craigslist.org/sat/for/d/morrow-usbr-yrs-old-tri-bully/7661588273.html
True	https://atlanta.craigslist.org/sat/for/d/morrow-usbr-yrs-old-tri-bully/7661588273.html
True	https://atlanta.craigslist.org/atl/pho/d/atlanta-blue-nose-pitbulls-bullymix/7652639949.html
True	https://atlanta.craigslist.org/atl/pho/d/atlanta-blue-nose-pitbulls-bullymix/7652639949.html
False	https://atlanta.craigslist.org/wat/grd/d/buchanan-loyal-companion-and-protector/7650165984.html
False	https://atlanta.craigslist.org/wat/grd/d/buchanan-loyal-companion-and-protector/7650165984.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-year-old-female-pitbull-rehoming/7652014855.html
False	https://atlanta.craigslist.org/atl/for/d/atlanta-year-old-female-pitbull-rehoming/7652014855.html
True	https://atlanta.craigslist.org/atl/for/d/marietta-pitbull-puppies/7652051992.html
True	https://atlanta.craigslist.org/atl/for/d/marietta-pitbull-puppies/7652051992.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-puppy/7659784344.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-puppy/7659784344.html
True	https://atlanta.craigslist.org/atl/hvd/d/kissimmee-concrete-pump-for-sale-2014/7658899805.html
True	https://atlanta.craigslist.org/atl/hvd/d/kissimmee-concrete-pump-for-sale-2014/7658899805.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppies/7651636595.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppies/7651636595.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-blue-pitbull-akc/7651628527.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-blue-pitbull-akc/7651628527.html
False	https://atlanta.craigslist.org/atl/wan/d/mableton-lost-dog/7656679114.html
False	https://atlanta.craigslist.org/atl/wan/d/mableton-lost-dog/7656679114.html
True	https://atlanta.craigslist.org/nat/for/d/sautee-nacoochee-female-bully/7657319202.html
True	https://atlanta.craigslist.org/nat/for/d/sautee-nacoochee-female-bully/7657319202.html
True	https://atlanta.craigslist.org/wat/for/d/douglasville-adult-female-american-bully/7663974088.html
True	https://atlanta.craigslist.org/wat/for/d/douglasville-adult-female-american-bully/7663974088.html
True	https://atlanta.craigslist.org/atl/for/d/douglasville-rehoming-bully-puppy/7663573783.html
True	https://atlanta.craigslist.org/atl/for/d/douglasville-rehoming-bully-puppy/7663573783.html
True	https://atlanta.craigslist.org/wat/for/d/lithia-springs-bully/7663505362.html
True	https://atlanta.craigslist.org/wat/for/d/lithia-springs-bully/7663505362.html
True	https://atlanta.craigslist.org/eat/for/d/lithonia-american-bully-free-but-asking/7663074334.html
True	https://atlanta.craigslist.org/eat/for/d/lithonia-american-bully-free-but-asking/7663074334.html
True	https://atlanta.craigslist.org/atl/grd/d/riverdale-18-wks-old-american-bully/7654994394.html
True	https://atlanta.craigslist.org/atl/grd/d/riverdale-18-wks-old-american-bully/7654994394.html
True	https://atlanta.craigslist.org/eat/for/d/stone-mountain-puppy/7661038564.html
True	https://atlanta.craigslist.org/eat/for/d/stone-mountain-puppy/7661038564.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully/7660875859.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully/7660875859.html
True	https://atlanta.craigslist.org/atl/for/d/winston-salem-bully-pups/7660861304.html
True	https://atlanta.craigslist.org/atl/for/d/winston-salem-bully-pups/7660861304.html
True	https://atlanta.craigslist.org/atl/app/d/atlanta-american-bully-puppies/7660586277.html
True	https://atlanta.craigslist.org/atl/app/d/atlanta-american-bully-puppies/7660586277.html
True	https://atlanta.craigslist.org/nat/for/d/lithonia-american-bully/7660430991.html
True	https://atlanta.craigslist.org/nat/for/d/lithonia-american-bully/7660430991.html
True	https://atlanta.craigslist.org/atl/wan/d/lawrenceville-american-bully-puppies/7660344199.html
True	https://atlanta.craigslist.org/atl/wan/d/lawrenceville-american-bully-puppies/7660344199.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppies/7650196215.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-pitbull-puppies/7650196215.html
True	https://atlanta.craigslist.org/nat/for/d/cumming-american-bully-certified/7660196160.html
True	https://atlanta.craigslist.org/nat/for/d/cumming-american-bully-certified/7660196160.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully-mixed-with/7659636108.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully-mixed-with/7659636108.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully/7649660713.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully/7649660713.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-puppies-american-bully/7659067338.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-puppies-american-bully/7659067338.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7657815953.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7657815953.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-american-bully/7657028183.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-american-bully/7657028183.html
True	https://atlanta.craigslist.org/sat/for/d/morrow-ukc-2yr-old-female-bully/7656306866.html
True	https://atlanta.craigslist.org/sat/for/d/morrow-ukc-2yr-old-female-bully/7656306866.html
False	https://atlanta.craigslist.org/nat/for/d/duluth-bully-rehoming/7656191438.html
False	https://atlanta.craigslist.org/nat/for/d/duluth-bully-rehoming/7656191438.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-puppies-pitbull/7649528574.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-puppies-pitbull/7649528574.html
False	https://atlanta.craigslist.org/atl/grd/d/atlanta-merle-xl-american-bully/7655662326.html
False	https://atlanta.craigslist.org/atl/grd/d/atlanta-merle-xl-american-bully/7655662326.html
True	https://atlanta.craigslist.org/sat/for/d/fairburn-licensed2bullykennel/7639782933.html
True	https://atlanta.craigslist.org/sat/for/d/fairburn-licensed2bullykennel/7639782933.html
True	https://atlanta.craigslist.org/sat/for/d/forest-park-boy-dog-year-old-pit/7649985740.html
True	https://atlanta.craigslist.org/sat/for/d/forest-park-boy-dog-year-old-pit/7649985740.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654941795.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654941795.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654658990.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654658990.html
True	https://atlanta.craigslist.org/eat/for/d/lawrenceville-american-bully-xl/7644584415.html
True	https://atlanta.craigslist.org/eat/for/d/lawrenceville-american-bully-xl/7644584415.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully-puppies/7654259493.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-american-bully-puppies/7654259493.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654035977.html
True	https://atlanta.craigslist.org/sat/fod/d/lithia-springs-merle-bully-pockets/7654035977.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-everything-must-go/7653886785.html
True	https://atlanta.craigslist.org/atl/for/d/atlanta-everything-must-go/7653886785.html
True	https://atlanta.craigslist.org/eat/for/d/decatur-in-search-of-dog-models/7653814114.html
True	https://atlanta.craigslist.org/eat/for/d/decatur-in-search-of-dog-models/7653814114.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-puppies-rehoming/7650212940.html
True	https://atlanta.craigslist.org/atl/for/d/powder-springs-puppies-rehoming/7650212940.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-american-bully-pups/7651828755.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-american-bully-pups/7651828755.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-american-bully-puppies/7651431680.html
True	https://atlanta.craigslist.org/sat/for/d/riverdale-american-bully-puppies/7651431680.html
True	https://atlanta.craigslist.org/atl/for/d/lithonia-american-bully/7651314463.html
True	https://atlanta.craigslist.org/atl/for/d/lithonia-american-bully/7651314463.html
True	https://atlanta.craigslist.org/atl/for/d/woodstock-puppy/7651265733.html
True	https://atlanta.craigslist.org/atl/for/d/woodstock-puppy/7651265733.html
True	https://atlanta.craigslist.org/atl/mob/d/atlanta-micro-bully-pups/7651207234.html
True	https://atlanta.craigslist.org/atl/mob/d/atlanta-micro-bully-pups/7651207234.html
True	https://atlanta.craigslist.org/nat/for/d/duluth-exotic-bully-olde-english/7650937305.html
True	https://atlanta.craigslist.org/nat/for/d/duluth-exotic-bully-olde-english/7650937305.html
False	https://atlanta.craigslist.org/sat/grd/d/decatur-american-bully/7650399572.html
False	https://atlanta.craigslist.org/sat/grd/d/decatur-american-bully/7650399572.html
True	https://atlanta.craigslist.org/nat/bab/d/marietta-puppiess/7649144373.html
True	https://atlanta.craigslist.org/nat/bab/d/marietta-puppiess/7649144373.html
True	https://atlanta.craigslist.org/nat/for/d/marietta-pitbull-puppies/7648582986.html
True	https://atlanta.craigslist.org/nat/for/d/marietta-pitbull-puppies/7648582986.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-puppies-pitbull/7648525680.html
True	https://atlanta.craigslist.org/atl/for/d/conyers-puppies-pitbull/7648525680.html
True	https://columbia.craigslist.org/pas/d/orangeburg-pit-bulls-for-sale/7661930954.html
False	https://atlanta.craigslist.org/atl/pas/d/lithonia-red-rednose-american-pit-bull/7661679206.html
True	https://atlanta.craigslist.org/atl/pas/d/rex-american-bullies-trained-and-ready/7660132755.html
False	https://tampa.craigslist.org/hil/pas/d/tampa-lock-your-stud-fee-in-now-ukc/7658154400.html
True	https://spacecoast.craigslist.org/pas/d/melbourne-3500-night-dog-boarding/7663647367.html
True	https://spacecoast.craigslist.org/pas/d/melbourne-american-bully/7659920284.html
False	https://tampa.craigslist.org/hil/pas/d/tampa-pawlove-for-your-pets/7654818800.html
True	https://atlanta.craigslist.org/sat/pet/d/hampton-bully-pit-bull/7659421725.html
False	https://atlanta.craigslist.org/atl/pet/d/atlanta-free-year-pit-bull/7661963170.html
False	https://atlanta.craigslist.org/nat/pet/d/acworth-full-blooded-pit-bull/7661907970.html
False	https://atlanta.craigslist.org/sat/pet/d/riverdale-pit-bull-pup/7659605618.html
True	https://atlanta.craigslist.org/nat/pet/d/buford-pitbull-puppy/7664505877.html
True	https://atlanta.craigslist.org/nat/pet/d/flowery-branch-blue-pitbull/7662774882.html
True	https://atlanta.craigslist.org/wat/pet/d/powder-springs-red-nose-chocolate/7664271099.html
True	https://atlanta.craigslist.org/atl/pet/d/decatur-young-adult-american-bullies/7664235940.html
False	https://atlanta.craigslist.org/eat/pet/d/winder-pittbull/7664196907.html
True	https://atlanta.craigslist.org/nat/pet/d/marietta-month-old-pitbull-mutt-needs/7664134029.html
False	https://atlanta.craigslist.org/nat/pet/d/smyrna-cute-blue-nose-pitbulls/7664086934.html
True	https://atlanta.craigslist.org/nat/pet/d/norcross-american-pitbull-terrier/7664038340.html
